Date;Team;Opponent;For;Against;Venue;Result;Season;MD;Result Margin
26.11.2023;FK Krasnodar;Ural;1;3;A;L;2023/24;16;-2
26.11.2023;Rubin Kazan;Fakel Voronezh;1;0;H;W;2023/24;16;1
26.11.2023;Fakel Voronezh;Rubin Kazan;0;1;A;L;2023/24;16;-1
26.11.2023;Rostov;Nizhny Novgorod;1;0;H;W;2023/24;16;1
26.11.2023;Nizhny Novgorod;Rostov;0;1;A;L;2023/24;16;-1
02.12.2023;Fakel Voronezh;Baltika Kaliningrad;0;0;H;D;2023/24;17;0
02.12.2023;Baltika Kaliningrad;Fakel Voronezh;0;0;A;D;2023/24;17;0
02.12.2023;Sochi;Krylia Sovetov;0;2;H;L;2023/24;17;-2
02.12.2023;Krylia Sovetov;Sochi;2;0;A;W;2023/24;17;2
02.12.2023;Nizhny Novgorod;Ural;1;0;H;W;2023/24;17;1
02.12.2023;Ural;Nizhny Novgorod;0;1;A;L;2023/24;17;-1
03.12.2023;CSKA Moscow;Rostov;2;0;H;W;2023/24;17;2
03.12.2023;Rostov;CSKA Moscow;0;2;A;L;2023/24;17;-2
03.12.2023;FK Krasnodar;Orenburg;2;1;H;W;2023/24;17;1
03.12.2023;Orenburg;FK Krasnodar;1;2;A;L;2023/24;17;-1
03.12.2023;Lokomotiv Moscow;Zenit St Petersburg;3;1;H;W;2023/24;17;2
03.12.2023;Zenit St Petersburg;Lokomotiv Moscow;1;3;A;L;2023/24;17;-2
03.12.2023;Akhmat Grozny;Spartak Moscow;2;1;H;W;2023/24;17;1
03.12.2023;Spartak Moscow;Akhmat Grozny;1;2;A;L;2023/24;17;-1
04.12.2023;Dinamo Moscow;Rubin Kazan;1;0;H;W;2023/24;17;1
04.12.2023;Rubin Kazan;Dinamo Moscow;0;1;A;L;2023/24;17;-1
08.12.2023;Lokomotiv Moscow;Ural;2;0;H;W;2023/24;18;2
08.12.2023;Ural;Lokomotiv Moscow;0;2;A;L;2023/24;18;-2
09.12.2023;Spartak Moscow;Krylia Sovetov;3;0;H;W;2023/24;18;3
09.12.2023;Krylia Sovetov;Spartak Moscow;0;3;A;L;2023/24;18;-3
09.12.2023;Akhmat Grozny;Rostov;0;0;H;D;2023/24;18;0
09.12.2023;Rostov;Akhmat Grozny;0;0;A;D;2023/24;18;0
09.12.2023;Zenit St Petersburg;Nizhny Novgorod;1;0;H;W;2023/24;18;1
09.12.2023;Nizhny Novgorod;Zenit St Petersburg;0;1;A;L;2023/24;18;-1
10.12.2023;Fakel Voronezh;Dinamo Moscow;1;1;H;D;2023/24;18;0
10.12.2023;Dinamo Moscow;Fakel Voronezh;1;1;A;D;2023/24;18;0
10.12.2023;Sochi;Orenburg;1;1;H;D;2023/24;18;0
10.12.2023;Orenburg;Sochi;1;1;A;D;2023/24;18;0
10.12.2023;FK Krasnodar;CSKA Moscow;1;0;H;W;2023/24;18;1
10.12.2023;CSKA Moscow;FK Krasnodar;0;1;A;L;2023/24;18;-1
10.12.2023;Baltika Kaliningrad;Rubin Kazan;0;1;H;L;2023/24;18;-1
10.12.2023;Rubin Kazan;Baltika Kaliningrad;1;0;A;W;2023/24;18;1
01.03.2024;Rostov;Krylia Sovetov;2;0;H;W;2023/24;19;2
01.03.2024;Krylia Sovetov;Rostov;0;2;A;L;2023/24;19;-2
02.03.2024;CSKA Moscow;Orenburg;1;1;H;D;2023/24;19;0
02.03.2024;Orenburg;CSKA Moscow;1;1;A;D;2023/24;19;0
02.03.2024;FK Krasnodar;Rubin Kazan;1;1;H;D;2023/24;19;0
02.03.2024;Rubin Kazan;FK Krasnodar;1;1;A;D;2023/24;19;0
02.03.2024;Akhmat Grozny;Ural;1;0;H;W;2023/24;19;1
02.03.2024;Ural;Akhmat Grozny;0;1;A;L;2023/24;19;-1
02.03.2024;Zenit St Petersburg;Spartak Moscow;0;0;H;D;2023/24;19;0
02.03.2024;Spartak Moscow;Zenit St Petersburg;0;0;A;D;2023/24;19;0
03.03.2024;Nizhny Novgorod;Fakel Voronezh;1;1;H;D;2023/24;19;0
03.03.2024;Fakel Voronezh;Nizhny Novgorod;1;1;A;D;2023/24;19;0
03.03.2024;Dinamo Moscow;Lokomotiv Moscow;2;1;H;W;2023/24;19;1
03.03.2024;Lokomotiv Moscow;Dinamo Moscow;1;2;A;L;2023/24;19;-1
03.03.2024;Baltika Kaliningrad;Sochi;0;0;H;D;2023/24;19;0
03.03.2024;Sochi;Baltika Kaliningrad;0;0;A;D;2023/24;19;0
08.03.2024;Krylia Sovetov;CSKA Moscow;0;2;H;L;2023/24;20;-2
08.03.2024;CSKA Moscow;Krylia Sovetov;2;0;A;W;2023/24;20;2
08.03.2024;Rostov;FK Krasnodar;2;1;H;W;2023/24;20;1
08.03.2024;FK Krasnodar;Rostov;1;2;A;L;2023/24;20;-1
09.03.2024;Ural;Zenit St Petersburg;1;4;H;L;2023/24;20;-3
09.03.2024;Zenit St Petersburg;Ural;4;1;A;W;2023/24;20;3
09.03.2024;Rubin Kazan;Nizhny Novgorod;0;1;H;L;2023/24;20;-1
09.03.2024;Nizhny Novgorod;Rubin Kazan;1;0;A;W;2023/24;20;1
09.03.2024;Dinamo Moscow;Akhmat Grozny;2;0;H;W;2023/24;20;2
09.03.2024;Akhmat Grozny;Dinamo Moscow;0;2;A;L;2023/24;20;-2
10.03.2024;Orenburg;Baltika Kaliningrad;1;0;H;W;2023/24;20;1
10.03.2024;Baltika Kaliningrad;Orenburg;0;1;A;L;2023/24;20;-1
10.03.2024;Lokomotiv Moscow;Sochi;2;2;H;D;2023/24;20;0
10.03.2024;Sochi;Lokomotiv Moscow;2;2;A;D;2023/24;20;0
10.03.2024;Spartak Moscow;Fakel Voronezh;0;2;H;L;2023/24;20;-2
10.03.2024;Fakel Voronezh;Spartak Moscow;2;0;A;W;2023/24;20;2
29.03.2024;Dinamo Moscow;Rostov;1;4;H;L;2023/24;21;-3
29.03.2024;Rostov;Dinamo Moscow;4;1;A;W;2023/24;21;3
30.03.2024;Krylia Sovetov;Zenit St Petersburg;1;1;H;D;2023/24;21;0
30.03.2024;Zenit St Petersburg;Krylia Sovetov;1;1;A;D;2023/24;21;0
30.03.2024;Sochi;CSKA Moscow;2;2;H;D;2023/24;21;0
30.03.2024;CSKA Moscow;Sochi;2;2;A;D;2023/24;21;0
30.03.2024;Baltika Kaliningrad;Nizhny Novgorod;2;0;H;W;2023/24;21;2
30.03.2024;Nizhny Novgorod;Baltika Kaliningrad;0;2;A;L;2023/24;21;-2
30.03.2024;Spartak Moscow;Ural;0;0;H;D;2023/24;21;0
30.03.2024;Ural;Spartak Moscow;0;0;A;D;2023/24;21;0
31.03.2024;Fakel Voronezh;Orenburg;0;0;H;D;2023/24;21;0
31.03.2024;Orenburg;Fakel Voronezh;0;0;A;D;2023/24;21;0
31.03.2024;Rubin Kazan;Akhmat Grozny;2;1;H;W;2023/24;21;1
31.03.2024;Akhmat Grozny;Rubin Kazan;1;2;A;L;2023/24;21;-1
31.03.2024;Lokomotiv Moscow;FK Krasnodar;1;1;H;D;2023/24;21;0
31.03.2024;FK Krasnodar;Lokomotiv Moscow;1;1;A;D;2023/24;21;0
06.04.2024;Ural;Krylia Sovetov;1;2;H;L;2023/24;22;-1
06.04.2024;Krylia Sovetov;Ural;2;1;A;W;2023/24;22;1
06.04.2024;Nizhny Novgorod;FK Krasnodar;3;4;H;L;2023/24;22;-1
06.04.2024;FK Krasnodar;Nizhny Novgorod;4;3;A;W;2023/24;22;1
06.04.2024;Rostov;Sochi;2;2;H;D;2023/24;22;0
06.04.2024;Sochi;Rostov;2;2;A;D;2023/24;22;0
07.04.2024;CSKA Moscow;Fakel Voronezh;4;1;H;W;2023/24;22;3
07.04.2024;Fakel Voronezh;CSKA Moscow;1;4;A;L;2023/24;22;-3
07.04.2024;Zenit St Petersburg;Baltika Kaliningrad;1;0;H;W;2023/24;22;1
07.04.2024;Baltika Kaliningrad;Zenit St Petersburg;0;1;A;L;2023/24;22;-1
07.04.2024;Akhmat Grozny;Lokomotiv Moscow;0;2;H;L;2023/24;22;-2
07.04.2024;Lokomotiv Moscow;Akhmat Grozny;2;0;A;W;2023/24;22;2
07.04.2024;Dinamo Moscow;Spartak Moscow;1;2;H;L;2023/24;22;-1
07.04.2024;Spartak Moscow;Dinamo Moscow;2;1;A;W;2023/24;22;1
08.04.2024;Orenburg;Rubin Kazan;3;0;H;W;2023/24;22;3
08.04.2024;Rubin Kazan;Orenburg;0;3;A;L;2023/24;22;-3
13.04.2024;Sochi;Spartak Moscow;1;0;H;W;2023/24;23;1
13.04.2024;Spartak Moscow;Sochi;0;1;A;L;2023/24;23;-1
13.04.2024;Akhmat Grozny;Baltika Kaliningrad;1;7;H;L;2023/24;23;-6
13.04.2024;Baltika Kaliningrad;Akhmat Grozny;7;1;A;W;2023/24;23;6
13.04.2024;FK Krasnodar;Zenit St Petersburg;1;2;H;L;2023/24;23;-1
13.04.2024;Zenit St Petersburg;FK Krasnodar;2;1;A;W;2023/24;23;1
13.04.2024;Lokomotiv Moscow;CSKA Moscow;3;3;H;D;2023/24;23;0
13.04.2024;CSKA Moscow;Lokomotiv Moscow;3;3;A;D;2023/24;23;0
14.04.2024;Orenburg;Nizhny Novgorod;3;1;H;W;2023/24;23;2
14.04.2024;Nizhny Novgorod;Orenburg;1;3;A;L;2023/24;23;-2
14.04.2024;Ural;Dinamo Moscow;2;1;H;W;2023/24;23;1
14.04.2024;Dinamo Moscow;Ural;1;2;A;L;2023/24;23;-1
14.04.2024;Fakel Voronezh;Rostov;0;1;H;L;2023/24;23;-1
14.04.2024;Rostov;Fakel Voronezh;1;0;A;W;2023/24;23;1
14.04.2024;Krylia Sovetov;Rubin Kazan;2;0;H;W;2023/24;23;2
14.04.2024;Rubin Kazan;Krylia Sovetov;0;2;A;L;2023/24;23;-2
19.04.2024;FK Krasnodar;Fakel Voronezh;2;0;H;W;2023/24;24;2
19.04.2024;Fakel Voronezh;FK Krasnodar;0;2;A;L;2023/24;24;-2
20.04.2024;Rubin Kazan;Lokomotiv Moscow;1;1;H;D;2023/24;24;0
20.04.2024;Lokomotiv Moscow;Rubin Kazan;1;1;A;D;2023/24;24;0
20.04.2024;Baltika Kaliningrad;Krylia Sovetov;2;1;H;W;2023/24;24;1
20.04.2024;Krylia Sovetov;Baltika Kaliningrad;1;2;A;L;2023/24;24;-1
20.04.2024;CSKA Moscow;Akhmat Grozny;1;2;H;L;2023/24;24;-1
20.04.2024;Akhmat Grozny;CSKA Moscow;2;1;A;W;2023/24;24;1
21.04.2024;Nizhny Novgorod;Dinamo Moscow;1;4;H;L;2023/24;24;-3
21.04.2024;Dinamo Moscow;Nizhny Novgorod;4;1;A;W;2023/24;24;3
21.04.2024;Zenit St Petersburg;Orenburg;1;0;H;W;2023/24;24;1
21.04.2024;Orenburg;Zenit St Petersburg;0;1;A;L;2023/24;24;-1
21.04.2024;Sochi;Ural;2;2;H;D;2023/24;24;0
21.04.2024;Ural;Sochi;2;2;A;D;2023/24;24;0
21.04.2024;Rostov;Spartak Moscow;1;5;H;L;2023/24;24;-4
21.04.2024;Spartak Moscow;Rostov;5;1;A;W;2023/24;24;4
24.04.2024;Orenburg;Dinamo Moscow;1;2;H;L;2023/24;25;-1
24.04.2024;Dinamo Moscow;Orenburg;2;1;A;W;2023/24;25;1
24.04.2024;Nizhny Novgorod;Lokomotiv Moscow;2;3;H;L;2023/24;25;-1
24.04.2024;Lokomotiv Moscow;Nizhny Novgorod;3;2;A;W;2023/24;25;1
24.04.2024;Zenit St Petersburg;Rubin Kazan;0;2;H;L;2023/24;25;-2
24.04.2024;Rubin Kazan;Zenit St Petersburg;2;0;A;W;2023/24;25;2
24.04.2024;FK Krasnodar;Baltika Kaliningrad;3;2;H;W;2023/24;25;1
24.04.2024;Baltika Kaliningrad;FK Krasnodar;2;3;A;L;2023/24;25;-1
25.04.2024;Ural;Rostov;0;1;H;L;2023/24;25;-1
25.04.2024;Rostov;Ural;1;0;A;W;2023/24;25;1
25.04.2024;Fakel Voronezh;Krylia Sovetov;0;1;H;L;2023/24;25;-1
25.04.2024;Krylia Sovetov;Fakel Voronezh;1;0;A;W;2023/24;25;1
25.04.2024;CSKA Moscow;Spartak Moscow;0;0;H;D;2023/24;25;0
25.04.2024;Spartak Moscow;CSKA Moscow;0;0;A;D;2023/24;25;0
25.04.2024;Akhmat Grozny;Sochi;1;0;H;W;2023/24;25;1
25.04.2024;Sochi;Akhmat Grozny;0;1;A;L;2023/24;25;-1
28.04.2024;Akhmat Grozny;Nizhny Novgorod;5;1;H;W;2023/24;26;4
28.04.2024;Nizhny Novgorod;Akhmat Grozny;1;5;A;L;2023/24;26;-4
28.04.2024;Spartak Moscow;Lokomotiv Moscow;3;2;H;W;2023/24;26;1
28.04.2024;Lokomotiv Moscow;Spartak Moscow;2;3;A;L;2023/24;26;-1
28.04.2024;Dinamo Moscow;Zenit St Petersburg;1;0;H;W;2023/24;26;1
28.04.2024;Zenit St Petersburg;Dinamo Moscow;0;1;A;L;2023/24;26;-1
28.04.2024;Baltika Kaliningrad;CSKA Moscow;3;1;H;W;2023/24;26;2
28.04.2024;CSKA Moscow;Baltika Kaliningrad;1;3;A;L;2023/24;26;-2
29.04.2024;Krylia Sovetov;FK Krasnodar;0;0;H;D;2023/24;26;0
29.04.2024;FK Krasnodar;Krylia Sovetov;0;0;A;D;2023/24;26;0
29.04.2024;Rubin Kazan;Ural;1;1;H;D;2023/24;26;0
29.04.2024;Ural;Rubin Kazan;1;1;A;D;2023/24;26;0
29.04.2024;Sochi;Fakel Voronezh;0;0;H;D;2023/24;26;0
29.04.2024;Fakel Voronezh;Sochi;0;0;A;D;2023/24;26;0
29.04.2024;Rostov;Orenburg;2;1;H;W;2023/24;26;1
29.04.2024;Orenburg;Rostov;1;2;A;L;2023/24;26;-1
04.05.2024;Orenburg;Krylia Sovetov;2;1;H;W;2023/24;27;1
04.05.2024;Krylia Sovetov;Orenburg;1;2;A;L;2023/24;27;-1
04.05.2024;FK Krasnodar;Akhmat Grozny;0;1;H;L;2023/24;27;-1
04.05.2024;Akhmat Grozny;FK Krasnodar;1;0;A;W;2023/24;27;1
05.05.2024;Dinamo Moscow;Sochi;3;2;H;W;2023/24;27;1
05.05.2024;Sochi;Dinamo Moscow;2;3;A;L;2023/24;27;-1
05.05.2024;Nizhny Novgorod;Spartak Moscow;0;0;H;D;2023/24;27;0
05.05.2024;Spartak Moscow;Nizhny Novgorod;0;0;A;D;2023/24;27;0
06.05.2024;Ural;Baltika Kaliningrad;2;1;H;W;2023/24;27;1
06.05.2024;Baltika Kaliningrad;Ural;1;2;A;L;2023/24;27;-1
06.05.2024;Fakel Voronezh;Zenit St Petersburg;1;1;H;D;2023/24;27;0
06.05.2024;Zenit St Petersburg;Fakel Voronezh;1;1;A;D;2023/24;27;0
06.05.2024;CSKA Moscow;Rubin Kazan;2;2;H;D;2023/24;27;0
06.05.2024;Rubin Kazan;CSKA Moscow;2;2;A;D;2023/24;27;0
06.05.2024;Lokomotiv Moscow;Rostov;1;0;H;W;2023/24;27;1
06.05.2024;Rostov;Lokomotiv Moscow;0;1;A;L;2023/24;27;-1
10.05.2024;Krylia Sovetov;Akhmat Grozny;0;2;H;L;2023/24;28;-2
10.05.2024;Akhmat Grozny;Krylia Sovetov;2;0;A;W;2023/24;28;2
11.05.2024;Rubin Kazan;Rostov;3;1;H;W;2023/24;28;2
11.05.2024;Rostov;Rubin Kazan;1;3;A;L;2023/24;28;-2
11.05.2024;Spartak Moscow;FK Krasnodar;1;0;H;W;2023/24;28;1
11.05.2024;FK Krasnodar;Spartak Moscow;0;1;A;L;2023/24;28;-1
11.05.2024;Zenit St Petersburg;CSKA Moscow;0;1;H;L;2023/24;28;-1
11.05.2024;CSKA Moscow;Zenit St Petersburg;1;0;A;W;2023/24;28;1
11.05.2024;Baltika Kaliningrad;Dinamo Moscow;2;3;H;L;2023/24;28;-1
11.05.2024;Dinamo Moscow;Baltika Kaliningrad;3;2;A;W;2023/24;28;1
12.05.2024;Orenburg;Lokomotiv Moscow;0;2;H;L;2023/24;28;-2
12.05.2024;Lokomotiv Moscow;Orenburg;2;0;A;W;2023/24;28;2
12.05.2024;Fakel Voronezh;Ural;0;0;H;D;2023/24;28;0
12.05.2024;Ural;Fakel Voronezh;0;0;A;D;2023/24;28;0
12.05.2024;Sochi;Nizhny Novgorod;6;1;H;W;2023/24;28;5
12.05.2024;Nizhny Novgorod;Sochi;1;6;A;L;2023/24;28;-5
18.05.2024;Dinamo Moscow;Krylia Sovetov;4;1;H;W;2023/24;29;3
18.05.2024;Krylia Sovetov;Dinamo Moscow;1;4;A;L;2023/24;29;-3
18.05.2024;Lokomotiv Moscow;Fakel Voronezh;2;0;H;W;2023/24;29;2
18.05.2024;Fakel Voronezh;Lokomotiv Moscow;0;2;A;L;2023/24;29;-2
18.05.2024;Sochi;FK Krasnodar;2;3;H;L;2023/24;29;-1
18.05.2024;FK Krasnodar;Sochi;3;2;A;W;2023/24;29;1
19.05.2024;Ural;Orenburg;3;3;H;D;2023/24;29;0
19.05.2024;Orenburg;Ural;3;3;A;D;2023/24;29;0
19.05.2024;Spartak Moscow;Rubin Kazan;3;1;H;W;2023/24;29;2
19.05.2024;Rubin Kazan;Spartak Moscow;1;3;A;L;2023/24;29;-2
19.05.2024;Rostov;Baltika Kaliningrad;2;1;H;W;2023/24;29;1
19.05.2024;Baltika Kaliningrad;Rostov;1;2;A;L;2023/24;29;-1
19.05.2024;Akhmat Grozny;Zenit St Petersburg;1;5;H;L;2023/24;29;-4
19.05.2024;Zenit St Petersburg;Akhmat Grozny;5;1;A;W;2023/24;29;4
20.05.2024;Nizhny Novgorod;CSKA Moscow;2;6;H;L;2023/24;29;-4
20.05.2024;CSKA Moscow;Nizhny Novgorod;6;2;A;W;2023/24;29;4
25.05.2024;Zenit St Petersburg;Rostov;2;1;H;W;2023/24;30;1
25.05.2024;Rostov;Zenit St Petersburg;1;2;A;L;2023/24;30;-1
25.05.2024;FK Krasnodar;Dinamo Moscow;1;0;H;W;2023/24;30;1
25.05.2024;Dinamo Moscow;FK Krasnodar;0;1;A;L;2023/24;30;-1
25.05.2024;Krylia Sovetov;Nizhny Novgorod;1;1;H;D;2023/24;30;0
25.05.2024;Nizhny Novgorod;Krylia Sovetov;1;1;A;D;2023/24;30;0
25.05.2024;CSKA Moscow;Ural;2;0;H;W;2023/24;30;2
25.05.2024;Ural;CSKA Moscow;0;2;A;L;2023/24;30;-2
25.05.2024;Rubin Kazan;Sochi;1;1;H;D;2023/24;30;0
25.05.2024;Sochi;Rubin Kazan;1;1;A;D;2023/24;30;0
25.05.2024;Baltika Kaliningrad;Lokomotiv Moscow;1;3;H;L;2023/24;30;-2
25.05.2024;Lokomotiv Moscow;Baltika Kaliningrad;3;1;A;W;2023/24;30;2
25.05.2024;Fakel Voronezh;Akhmat Grozny;2;0;H;W;2023/24;30;2
